date,pcr,threshold,signal,pos,ret,pnl,strategy,benchmark
2008-06-17,,,0.0,0.0,0.003919,0.0,1.0,1.333098
2008-06-18,,,0.0,0.0,0.001925,0.0,1.0,1.335664
2008-06-19,,,0.0,0.0,-0.020668,-0.0,1.0,1.308059
2008-06-20,,,0.0,0.0,-0.018055,-0.0,1.0,1.284442
2008-06-23,,,0.0,0.0,-0.003284,-0.0,1.0,1.280224
2008-06-24,,,0.0,0.0,-0.017567,-0.0,1.0,1.257734
2008-06-25,,,0.0,0.0,0.015112,0.0,1.0,1.276741
2008-06-26,,,0.0,0.0,-0.005507,-0.0,1.0,1.26971
2008-06-27,,,0.0,0.0,-0.033672,-0.0,1.0,1.226956
2008-06-30,,,0.0,0.0,-0.003341,-0.0,1.0,1.222857
2008-07-01,,,0.0,0.0,-0.01536,-0.0,1.0,1.204074
2008-07-02,,,0.0,0.0,-0.007306,-0.0,1.0,1.195277
2008-07-03,,,0.0,0.0,0.005472,0.0,1.0,1.201818
2008-07-04,,,0.0,0.0,-0.022408,-0.0,1.0,1.174887
2008-07-07,,,0.0,0.0,0.015591,0.0,1.0,1.193205
2008-07-08,,,0.0,0.0,-0.039403,-0.0,1.0,1.146189
2008-07-09,,,0.0,0.0,-0.000511,-0.0,1.0,1.145604
2008-07-10,,,0.0,0.0,0.003887,0.0,1.0,1.150058
2008-07-11,,,0.0,0.0,0.0239,0.0,1.0,1.177544
2008-07-14,,,0.0,0.0,-0.012119,-0.0,1.0,1.163274
2008-07-15,,,0.0,0.0,-0.045092,-0.0,1.0,1.11082
2008-07-16,,,0.0,0.0,-0.018085,-0.0,1.0,1.09073
2008-07-17,,,0.0,0.0,0.039321,0.0,1.0,1.133619
2008-07-18,,,0.0,0.0,-0.022825,-0.0,1.0,1.107744
2008-07-21,,,0.0,0.0,0.039668,0.0,1.0,1.151686
2008-07-22,,,0.0,0.0,-0.002825,-0.0,1.0,1.148432
2008-07-23,,,0.0,0.0,0.034559,0.0,1.0,1.188121
2008-07-24,,,0.0,0.0,0.007969,0.0,1.0,1.197589
2008-07-25,,,0.0,0.0,-0.018249,-0.0,1.0,1.175734
2008-07-29,,,0.0,0.0,-0.030296,-0.0,1.0,1.140114
2008-07-30,,,0.0,0.0,0.007966,0.0,1.0,1.149196
2008-07-31,,,0.0,0.0,-0.006547,-0.0,1.0,1.141672
2008-08-01,,,0.0,0.0,-0.003064,-0.0,1.0,1.138175
2008-08-04,,,0.0,0.0,-0.003596,-0.0,1.0,1.134082
2008-08-05,,,0.0,0.0,-0.023499,-0.0,1.0,1.107432
2008-08-06,,,0.0,0.0,0.031238,0.0,1.0,1.142027
2008-08-07,,,0.0,0.0,-0.000236,-0.0,1.0,1.141757
2008-08-08,,,0.0,0.0,0.026259,0.0,1.0,1.171739
2008-08-11,,,0.0,0.0,0.016171,0.0,1.0,1.190687
2008-08-12,,,0.0,0.0,-0.004344,-0.0,1.0,1.185515
2008-08-13,,,0.0,0.0,-0.0002,-0.0,1.0,1.185278
2008-08-14,,,0.0,0.0,0.004625,0.0,1.0,1.19076
2008-08-15,,,0.0,0.0,-0.017686,-0.0,1.0,1.1697
2008-08-18,,,0.0,0.0,-0.027202,-0.0,1.0,1.137882
2008-08-19,,,0.0,0.0,-0.003163,-0.0,1.0,1.134284
2008-08-20,,,0.0,0.0,0.008927,0.0,1.0,1.14441
2008-08-21,,,0.0,0.0,-0.017387,-0.0,1.0,1.124512
2008-08-22,,,0.0,0.0,-0.000989,-0.0,1.0,1.1234
2008-08-25,,,0.0,0.0,0.017229,0.0,1.0,1.142755
2008-08-26,,,0.0,0.0,-0.009404,-0.0,1.0,1.132008
2008-08-27,,,0.0,0.0,0.016709,0.0,1.0,1.150922
2008-08-28,,,0.0,0.0,-0.006722,-0.0,1.0,1.143186
2008-08-29,,,0.0,0.0,0.001811,0.0,1.0,1.145256
2008-09-01,,,0.0,0.0,-0.033071,-0.0,1.0,1.107382
2008-09-02,,,0.0,0.0,-0.016625,-0.0,1.0,1.088971
2008-09-03,,,0.0,0.0,-0.017148,-0.0,1.0,1.070297
2008-09-04,,,0.0,0.0,-0.026166,-0.0,1.0,1.042292
2008-09-05,,,0.0,0.0,-0.016429,-0.0,1.0,1.025169
2008-09-08,,,0.0,0.0,0.055715,0.0,1.0,1.082286
2008-09-09,,,0.0,0.0,-0.03513,-0.0,1.0,1.044265
2008-09-10,,,0.0,0.0,0.005174,0.0,1.0,1.049668
2008-09-11,,,0.0,0.0,-0.031908,-0.0,1.0,1.016176
2008-09-12,,,0.0,0.0,0.009394,0.0,1.0,1.025722
2008-09-15,,,0.0,0.0,-0.04092,-0.0,1.0,0.98375
2008-09-16,,,0.0,0.0,-0.048883,-0.0,1.0,0.935661
2008-09-17,,,0.0,0.0,0.007692,0.0,1.0,0.942858
2008-09-18,,,0.0,0.0,-0.027396,-0.0,1.0,0.917028
2008-09-19,,,0.0,0.0,0.058212,0.0,1.0,0.97041
2008-09-22,,,0.0,0.0,0.023486,0.0,1.0,0.993201
2008-09-23,,,0.0,0.0,0.011719,0.0,1.0,1.00484
2008-09-24,,,0.0,0.0,-0.008025,-0.0,1.0,0.996777
2008-09-25,,,0.0,0.0,-0.011703,-0.0,1.0,0.985112
2008-09-26,,,0.0,0.0,-0.021647,-0.0,1.0,0.963787
2008-09-30,,,0.0,0.0,-0.035474,-0.0,1.0,0.929597
2008-10-01,,,0.0,0.0,0.007821,0.0,1.0,0.936867
2008-10-02,,,0.0,0.0,-0.01046,-0.0,1.0,0.927068
2008-10-03,,,0.0,0.0,0.006752,0.0,1.0,0.933327
2008-10-06,,,0.0,0.0,-0.041191,-0.0,1.0,0.894882
2008-10-07,,,0.0,0.0,0.003444,0.0,1.0,0.897964
2008-10-08,,,0.0,0.0,-0.057607,-0.0,1.0,0.846235
2008-10-09,,,0.0,0.0,-0.014538,-0.0,1.0,0.833932
2008-10-13,,,0.0,0.0,-0.021492,-0.0,1.0,0.816009
2008-10-14,,,0.0,0.0,0.054003,0.0,1.0,0.860076
2008-10-15,,,0.0,0.0,-0.008561,-0.0,1.0,0.852713
2008-10-16,,,0.0,0.0,-0.032459,-0.0,1.0,0.825035
2008-10-17,,,0.0,0.0,-0.022768,-0.0,1.0,0.806251
2008-10-20,,,0.0,0.0,-0.005758,-0.0,1.0,0.801608
2008-10-21,,,0.0,0.0,0.002206,0.0,1.0,0.803377
2008-10-22,,,0.0,0.0,-0.016212,-0.0,1.0,0.790353
2008-10-23,,,0.0,0.0,-0.027162,-0.0,1.0,0.768885
2008-10-24,,,0.0,0.0,-0.031897,-0.0,1.0,0.74436
2008-10-27,,,0.0,0.0,-0.046456,-0.0,1.0,0.70978
2008-10-28,,,0.0,0.0,0.00758,0.0,1.0,0.71516
2008-10-29,,,0.0,0.0,0.001489,0.0,1.0,0.716224
2008-10-30,,,0.0,0.0,0.062889,0.0,1.0,0.761267
2008-10-31,,,0.0,0.0,0.03993,0.0,1.0,0.791664
2008-11-03,,,0.0,0.0,0.025541,0.0,1.0,0.811884
2008-11-04,,,0.0,0.0,-0.000486,-0.0,1.0,0.811489
2008-11-05,,,0.0,0.0,-0.002878,-0.0,1.0,0.809153
2008-11-06,,,0.0,0.0,-0.057076,-0.0,1.0,0.76297
2008-11-07,,,0.0,0.0,0.01027,0.0,1.0,0.770806
2008-11-10,,,0.0,0.0,-0.000434,-0.0,1.0,0.770471
2008-11-11,,,0.0,0.0,-0.021454,-0.0,1.0,0.753941
2008-11-12,,,0.0,0.0,-0.004958,-0.0,1.0,0.750203
2008-11-13,,,0.0,0.0,-0.038509,-0.0,1.0,0.721313
2008-11-14,,,0.0,0.0,0.003351,0.0,1.0,0.72373
2008-11-17,,,0.0,0.0,-0.002897,-0.0,1.0,0.721634
2008-11-18,,,0.0,0.0,-0.030321,-0.0,1.0,0.699753
2008-11-19,,,0.0,0.0,-0.004899,-0.0,1.0,0.696325
2008-11-20,,,0.0,0.0,-0.045321,-0.0,1.0,0.664767
2008-11-21,,,0.0,0.0,0.019846,0.0,1.0,0.67796
2008-11-24,,,0.0,0.0,-0.002532,-0.0,1.0,0.676243
2008-11-25,,,0.0,0.0,0.025465,0.0,1.0,0.693464
2008-11-26,,,0.0,0.0,0.001245,0.0,1.0,0.694327
2008-11-27,,,0.0,0.0,0.042593,0.0,1.0,0.723901
2008-11-28,,,0.0,0.0,0.001513,0.0,1.0,0.724996
2008-12-01,,,0.0,0.0,0.01299,0.0,1.0,0.734414
2008-12-02,,,0.0,0.0,-0.035731,-0.0,1.0,0.708172
2008-12-03,,,0.0,0.0,-0.011412,-0.0,1.0,0.700091
2008-12-04,,,0.0,0.0,-0.012142,-0.0,1.0,0.69159
2008-12-05,,,0.0,0.0,-0.007025,-0.0,1.0,0.686732
2008-12-08,,,0.0,0.0,0.045741,0.0,1.0,0.718144
2008-12-09,,,0.0,0.0,0.012297,0.0,1.0,0.726975
2008-12-10,,,0.0,0.0,0.041633,0.0,1.0,0.757241
2008-12-11,,,0.0,0.0,-0.000708,-0.0,1.0,0.756704
2008-12-12,,,0.0,0.0,-0.037439,-0.0,1.0,0.728374
2008-12-15,,,0.0,0.0,0.029556,0.0,1.0,0.749902
2008-12-16,,,0.0,0.0,0.000687,0.0,1.0,0.750417
2008-12-17,,,0.0,0.0,0.006743,0.0,1.0,0.755477
2008-12-18,,,0.0,0.0,0.010067,0.0,1.0,0.763082
2008-12-19,,,0.0,0.0,-6.2e-05,-0.0,1.0,0.763035
2008-12-22,,,0.0,0.0,-0.033865,-0.0,1.0,0.737195
2008-12-23,,,0.0,0.0,-0.028592,-0.0,1.0,0.716117
2008-12-24,,,0.0,0.0,0.003911,0.0,1.0,0.718918
2008-12-25,,,0.0,0.0,-0.002179,-0.0,1.0,0.717351
2008-12-26,,,0.0,0.0,0.002635,0.0,1.0,0.719241
2008-12-29,,,0.0,0.0,-0.002016,-0.0,1.0,0.717791
2008-12-30,,,0.0,0.0,0.039147,0.0,1.0,0.745891
2008-12-31,,,0.0,0.0,0.000475,0.0,1.0,0.746245
2009-01-05,,,0.0,0.0,0.023325,0.0,1.0,0.763651
2009-01-06,,,0.0,0.0,0.006162,0.0,1.0,0.768357
2009-01-07,,,0.0,0.0,0.013238,0.0,1.0,0.778528
2009-01-08,,,0.0,0.0,-0.053039,-0.0,1.0,0.737236
2009-01-09,,,0.0,0.0,-0.007286,-0.0,1.0,0.731864
2009-01-10,,,0.0,0.0,-0.00782,-0.0,1.0,0.726141
2009-01-12,,,0.0,0.0,-0.003051,-0.0,1.0,0.723925
2009-01-13,,,0.0,0.0,0.017616,0.0,1.0,0.736678
2009-01-14,,,0.0,0.0,-0.002403,-0.0,1.0,0.734908
2009-01-15,,,0.0,0.0,-0.044388,-0.0,1.0,0.702287
2009-01-16,,,0.0,0.0,0.007621,0.0,1.0,0.707639
2009-01-17,,,0.0,0.0,0.002848,0.0,1.0,0.709655
2009-01-19,,,0.0,0.0,0.000151,0.0,1.0,0.709762
2009-01-20,,,0.0,0.0,-0.028431,-0.0,1.0,0.689583
2009-01-21,,,0.0,0.0,0.001263,0.0,1.0,0.690454
2009-02-02,,,0.0,0.0,0.002827,0.0,1.0,0.692406
2009-02-03,,,0.0,0.0,0.026486,0.0,1.0,0.710745
2009-02-04,,,0.0,0.0,0.003924,0.0,1.0,0.713534
2009-02-05,,,0.0,0.0,-0.006087,-0.0,1.0,0.709191
2009-02-06,,,0.0,0.0,0.024752,0.0,1.0,0.726745
2009-02-09,,,0.0,0.0,0.00522,0.0,1.0,0.730539
2009-02-10,,,0.0,0.0,0.007011,0.0,1.0,0.735661
2009-02-11,,,0.0,0.0,0.011014,0.0,1.0,0.743763
2009-02-12,,,0.0,0.0,-0.023936,-0.0,1.0,0.72596
2009-02-13,,,0.0,0.0,0.028228,0.0,1.0,0.746453
2009-02-16,,,0.0,0.0,-0.00027,-0.0,1.0,0.746251
2009-02-17,,,0.0,0.0,-0.021667,-0.0,1.0,0.730082
2009-02-18,,,0.0,0.0,0.001467,0.0,1.0,0.731153
2009-02-19,,,0.0,0.0,0.00678,0.0,1.0,0.736111
2009-02-20,,,0.0,0.0,-0.020299,-0.0,1.0,0.721169
2009-02-23,,,0.0,0.0,0.009205,0.0,1.0,0.727807
2009-02-24,,,0.0,0.0,-0.01063,-0.0,1.0,0.72007
2009-02-25,,,0.0,0.0,0.014347,0.0,1.0,0.730401
2009-02-26,,,0.0,0.0,0.005523,0.0,1.0,0.734435
2009-02-27,,,0.0,0.0,0.00854,0.0,1.0,0.740707
2009-03-02,,,0.0,0.0,-0.028816,-0.0,1.0,0.719363
2009-03-03,,,0.0,0.0,0.002149,0.0,1.0,0.720909
2009-03-04,,,0.0,0.0,0.023917,0.0,1.0,0.738151
2009-03-05,,,0.0,0.0,0.02109,0.0,1.0,0.753718
2009-03-06,,,0.0,0.0,0.003543,0.0,1.0,0.756389
2009-03-09,,,0.0,0.0,-0.005456,-0.0,1.0,0.752262
2009-03-10,,,0.0,0.0,0.009243,0.0,1.0,0.759215
2009-03-11,,,0.0,0.0,0.019041,0.0,1.0,0.773672
2009-03-12,,,0.0,0.0,-0.001116,-0.0,1.0,0.772808
2009-03-13,,,0.0,0.0,0.030021,0.0,1.0,0.796009
2009-03-16,,,0.0,0.0,0.015096,0.0,1.0,0.808025
2009-03-17,,,0.0,0.0,0.014095,0.0,1.0,0.819414
2009-03-18,,,0.0,0.0,0.00122,0.0,1.0,0.820414
2009-03-19,,,0.0,0.0,-0.0023,-0.0,1.0,0.818527
2009-03-20,,,0.0,0.0,-0.014756,-0.0,1.0,0.806449
2009-03-23,,,0.0,0.0,0.032763,0.0,1.0,0.832871
2009-03-24,,,0.0,0.0,0.023028,0.0,1.0,0.85205
2009-03-25,,,0.0,0.0,0.019877,0.0,1.0,0.868987
2009-03-26,,,0.0,0.0,0.007515,0.0,1.0,0.875517
2009-03-27,,,0.0,0.0,0.000769,0.0,1.0,0.87619
2009-03-30,,,0.0,0.0,-0.034253,-0.0,1.0,0.846178
2009-03-31,,,0.0,0.0,0.00092,0.0,1.0,0.846956
2009-04-01,,,0.0,0.0,0.019884,0.0,1.0,0.863797
2009-04-02,,,0.0,0.0,0.029981,0.0,1.0,0.889694
2009-04-03,,,0.0,0.0,0.010203,0.0,1.0,0.898772
2009-04-06,,,0.0,0.0,0.004809,0.0,1.0,0.903094
2009-04-07,,,0.0,0.0,0.003713,0.0,1.0,0.906447
2009-04-08,,,0.0,0.0,-0.023901,-0.0,1.0,0.884782
2009-04-09,,,0.0,0.0,0.041194,0.0,1.0,0.921229
2009-04-10,,,0.0,0.0,0.020142,0.0,1.0,0.939785
2009-04-13,,,0.0,0.0,0.013089,0.0,1.0,0.952086
2009-04-14,,,0.0,0.0,0.005982,0.0,1.0,0.957781
2009-04-15,,,0.0,0.0,-0.002968,-0.0,1.0,0.954938
2009-04-16,,,0.0,0.0,0.020762,0.0,1.0,0.974764
2009-04-17,,,0.0,0.0,-0.040317,-0.0,1.0,0.935465
2009-04-20,,,0.0,0.0,0.004566,0.0,1.0,0.939736
2009-04-21,,,0.0,0.0,0.017253,0.0,1.0,0.955949
2009-04-22,,,0.0,0.0,0.000799,0.0,1.0,0.956713
2009-04-23,,,0.0,0.0,-0.001847,-0.0,1.0,0.954946
2009-04-24,,,0.0,0.0,0.000941,0.0,1.0,0.955845
2009-04-27,,,0.0,0.0,-0.02988,-0.0,1.0,0.927284
2009-04-28,,,0.0,0.0,-0.018987,-0.0,1.0,0.909678
2009-04-29,,,0.0,0.0,0.003096,0.0,1.0,0.912495
2009-04-30,,,0.0,0.0,0.067422,0.0,1.0,0.974017
2009-05-04,,,0.0,0.0,0.056375,0.0,1.0,1.028927
2009-05-05,,,0.0,0.0,0.007826,0.0,1.0,1.036979
2009-05-06,,,0.0,0.0,0.029273,0.0,1.0,1.067334
2009-05-07,,,0.0,0.0,0.00094,0.0,1.0,1.068337
2009-05-08,,,0.0,0.0,0.001674,0.0,1.0,1.070125
2009-05-11,,,0.0,0.0,0.009665,0.0,1.0,1.080467
2009-05-12,,,0.0,0.0,-0.032335,-0.0,1.0,1.04553
2009-05-13,,,0.0,0.0,0.008176,0.0,1.0,1.054078
2009-05-14,,,0.0,0.0,-0.018653,-0.0,1.0,1.034416
2009-05-15,,,0.0,0.0,0.019629,0.0,1.0,1.05472
2009-05-18,,,0.0,0.0,0.013672,0.0,1.0,1.06914
2009-05-19,,,0.0,0.0,0.011825,0.0,1.0,1.081782
2009-05-20,,,0.0,0.0,0.007216,0.0,1.0,1.089589
2009-05-21,,,0.0,0.0,0.002266,0.0,1.0,1.092058
2009-05-22,,,0.0,0.0,0.00275,0.0,1.0,1.095062
2009-05-25,,,0.0,0.0,-0.00042,-0.0,1.0,1.094602
2009-05-26,,,0.0,0.0,-0.007625,-0.0,1.0,1.086255
2009-05-27,,,0.0,0.0,0.031023,0.0,1.0,1.119954
2009-06-01,,,0.0,0.0,0.009239,0.0,1.0,1.130301
2009-06-02,,,0.0,0.0,-0.000722,-0.0,1.0,1.129485
2009-06-03,,,0.0,0.0,-0.00805,-0.0,1.0,1.120393
2009-06-04,,,0.0,0.0,-0.015534,-0.0,1.0,1.102989
2009-06-05,,,0.0,0.0,-0.002794,-0.0,1.0,1.099907
2009-06-06,,,0.0,0.0,0.013246,0.0,1.0,1.114477
2009-06-08,,,0.0,0.0,-0.033357,-0.0,1.0,1.077301
2009-06-09,,,0.0,0.0,-0.032231,-0.0,1.0,1.042578
2009-06-10,,,0.0,0.0,0.007464,0.0,1.0,1.050361
2009-06-11,,,0.0,0.0,0.016264,0.0,1.0,1.067443
2009-06-12,,,0.0,0.0,-0.018141,-0.0,1.0,1.048079
2009-06-15,,,0.0,0.0,-0.034532,-0.0,1.0,1.011886
2009-06-16,,,0.0,0.0,-0.000763,-0.0,1.0,1.011114
2009-06-17,,,0.0,0.0,-0.004003,-0.0,1.0,1.007067
2009-06-18,,,0.0,0.0,-0.008293,-0.0,1.0,0.998716
2009-06-19,,,0.0,0.0,0.014097,0.0,1.0,1.012795
2009-06-22,,,0.0,0.0,0.017663,0.0,1.0,1.030684
2009-06-23,,,0.0,0.0,-0.022668,-0.0,1.0,1.007321
2009-06-24,,,0.0,0.0,0.029465,0.0,1.0,1.037002
2009-06-25,,,0.0,0.0,0.012152,0.0,1.0,1.049603
2009-06-26,,,0.0,0.0,0.000921,0.0,1.0,1.05057
2009-06-29,,,0.0,0.0,-0.011203,-0.0,1.0,1.038801
2009-06-30,,,0.0,0.0,0.006417,0.0,1.0,1.045467
2009-07-01,,,0.0,0.0,0.022824,0.0,1.0,1.069329
2009-07-02,,,0.0,0.0,0.013461,0.0,1.0,1.083723
2009-07-03,,,0.0,0.0,-0.000319,-0.0,1.0,1.083377
2009-07-06,,,0.0,0.0,-0.002324,-0.0,1.0,1.080859
2009-07-07,,,0.0,0.0,0.009821,0.0,1.0,1.091474
2009-07-08,,,0.0,0.0,-0.007011,-0.0,1.0,1.083822
2009-07-09,,,0.0,0.0,0.012003,0.0,1.0,1.096832
2009-07-10,,,0.0,0.0,0.003213,0.0,1.0,1.100355
2009-07-13,,,0.0,0.0,-0.035309,-0.0,1.0,1.061503
2009-07-14,,,0.0,0.0,0.016627,0.0,1.0,1.079152
2009-07-15,,,0.0,0.0,0.01494,0.0,1.0,1.095275
2009-07-16,,,0.0,0.0,0.006188,0.0,1.0,1.102052
2009-07-17,,,0.0,0.0,0.010426,0.0,1.0,1.113542
2009-07-20,,,0.0,0.0,0.012826,0.0,1.0,1.127824
2009-07-21,,,0.0,0.0,0.002087,0.0,1.0,1.130178
2009-07-22,,,0.0,0.0,0.004599,0.0,1.0,1.135376
2009-07-23,,,0.0,0.0,-0.000636,-0.0,1.0,1.134654
2009-07-24,,,0.0,0.0,-0.001089,-0.0,1.0,1.133419
2009-07-27,,,0.0,0.0,0.007909,0.0,1.0,1.142383
2009-07-28,,,0.0,0.0,0.016248,0.0,1.0,1.160945
2009-07-29,,,0.0,0.0,-0.00826,-0.0,1.0,1.151355
2009-07-30,,,0.0,0.0,-0.007979,-0.0,1.0,1.142168
2009-07-31,,,0.0,0.0,0.007201,0.0,1.0,1.150393
2009-08-03,,,0.0,0.0,-0.002967,-0.0,1.0,1.146979
2009-08-04,,,0.0,0.0,-0.01429,-0.0,1.0,1.130589
2009-08-05,,,0.0,0.0,-0.015473,-0.0,1.0,1.113095
2009-08-06,,,0.0,0.0,0.00298,0.0,1.0,1.116413
2009-08-10,,,0.0,0.0,0.00207,0.0,1.0,1.118724
2009-08-11,,,0.0,0.0,0.003799,0.0,1.0,1.122974
2009-08-12,,,0.0,0.0,-0.001465,-0.0,1.0,1.121329
2009-08-13,,,0.0,0.0,0.019722,0.0,1.0,1.143444
2009-08-14,,,0.0,0.0,0.004911,0.0,1.0,1.14906
2009-08-17,,,0.0,0.0,-0.019479,-0.0,1.0,1.126677
2009-08-18,,,0.0,0.0,-0.02049,-0.0,1.0,1.103592
2009-08-19,,,0.0,0.0,-0.000175,-0.0,1.0,1.103398
2009-08-20,,,0.0,0.0,-0.008153,-0.0,1.0,1.094402
2009-08-21,,,0.0,0.0,-0.011648,-0.0,1.0,1.081654
2009-08-24,,,0.0,0.0,0.027567,0.0,1.0,1.111471
2009-08-25,,,0.0,0.0,-0.004217,-0.0,1.0,1.106784
2009-08-26,,,0.0,0.0,-0.013246,-0.0,1.0,1.092123
2009-08-27,,,0.0,0.0,-0.004236,-0.0,1.0,1.087497
2009-08-28,,,0.0,0.0,0.017802,0.0,1.0,1.106857
2009-08-31,,,0.0,0.0,0.002363,0.0,1.0,1.109472
2009-09-01,,,0.0,0.0,0.028392,0.0,1.0,1.140972
2009-09-02,,,0.0,0.0,0.002852,0.0,1.0,1.144226
2009-09-03,,,0.0,0.0,0.009216,0.0,1.0,1.154771
2009-09-04,,,0.0,0.0,0.006824,0.0,1.0,1.162651
2009-09-07,,,0.0,0.0,0.00999,0.0,1.0,1.174266
2009-09-08,,,0.0,0.0,0.012374,0.0,1.0,1.188797
2009-09-09,,,0.0,0.0,-0.008651,-0.0,1.0,1.178513
2009-09-10,,,0.0,0.0,0.011221,0.0,1.0,1.191737
2009-09-11,,,0.0,0.0,0.00069,0.0,1.0,1.19256
2009-09-14,,,0.0,0.0,-0.010929,-0.0,1.0,1.179526
2009-09-15,,,0.0,0.0,0.012307,0.0,1.0,1.194042
2009-09-16,,,0.0,0.0,0.012793,0.0,1.0,1.209317
2009-09-17,,,0.0,0.0,0.004981,0.0,1.0,1.215341
2009-09-18,,,0.0,0.0,0.006587,0.0,1.0,1.223346
2009-09-21,,,0.0,0.0,-0.003201,-0.0,1.0,1.21943
2009-09-22,,,0.0,0.0,-0.004456,-0.0,1.0,1.213997
2009-09-23,,,0.0,0.0,-0.012354,-0.0,1.0,1.198999
2009-09-24,,,0.0,0.0,-0.007122,-0.0,1.0,1.19046
2009-09-25,,,0.0,0.0,0.002867,0.0,1.0,1.193873
2009-09-28,,,0.0,0.0,-0.008252,-0.0,1.0,1.184022
2009-09-29,,,0.0,0.0,0.019956,0.0,1.0,1.20765
2009-09-30,,,0.0,0.0,0.010658,0.0,1.0,1.220521
2009-10-01,,,0.0,0.0,0.00481,0.0,1.0,1.226392
2009-10-02,,,0.0,0.0,-0.017681,-0.0,1.0,1.204708
2009-10-05,,,0.0,0.0,0.003521,0.0,1.0,1.20895
2009-10-06,,,0.0,0.0,0.013185,0.0,1.0,1.22489
2009-10-07,,,0.0,0.0,0.009635,0.0,1.0,1.236692
2009-10-08,,,0.0,0.0,-0.013846,-0.0,1.0,1.219569
2009-10-09,,,0.0,0.0,0.009149,0.0,1.0,1.230727
2009-10-12,,,0.0,0.0,0.003687,0.0,1.0,1.235265
2009-10-13,,,0.0,0.0,-0.000432,-0.0,1.0,1.234732
2009-10-14,,,0.0,0.0,0.013052,0.0,1.0,1.250847
2009-10-15,,,0.0,0.0,0.001904,0.0,1.0,1.253228
2009-10-16,,,0.0,0.0,0.00061,0.0,1.0,1.253992
2009-10-19,,,0.0,0.0,0.004695,0.0,1.0,1.259879
2009-10-20,,,0.0,0.0,0.000284,0.0,1.0,1.260237
2009-10-21,,,0.0,0.0,-0.006709,-0.0,1.0,1.251782
2009-10-22,,,0.0,0.0,-0.01215,-0.0,1.0,1.236573
2009-10-23,,,0.0,0.0,0.005435,0.0,1.0,1.243294
2009-10-26,,,0.0,0.0,0.0025,0.0,1.0,1.246402
2009-10-27,,,0.0,0.0,-0.001442,-0.0,1.0,1.244604
2009-10-28,,,0.0,0.0,-0.016114,-0.0,1.0,1.224549
2009-10-29,,,0.0,0.0,-0.023661,-0.0,1.0,1.195575
2009-10-30,,,0.0,0.0,-0.002122,-0.0,1.0,1.193038
2009-11-02,,,0.0,0.0,-0.000668,-0.0,1.0,1.192241
2009-11-03,,,0.0,0.0,-0.00167,-0.0,1.0,1.19025
2009-11-04,,,0.0,0.0,0.019679,0.0,1.0,1.213673
2009-11-05,,,0.0,0.0,-0.00664,-0.0,1.0,1.205615
2009-11-06,,,0.0,0.0,0.006146,0.0,1.0,1.213025
2009-11-09,,,0.0,0.0,0.009869,0.0,1.0,1.224996
2009-11-10,,,0.0,0.0,0.007535,0.0,1.0,1.234226
2009-11-11,,,0.0,0.0,0.00982,0.0,1.0,1.246347
2009-11-12,,,0.0,0.0,0.000374,0.0,1.0,1.246813
2009-11-13,,,0.0,0.0,-0.000691,-0.0,1.0,1.245952
2009-11-16,,,0.0,0.0,0.016574,0.0,1.0,1.266602
2009-11-17,,,0.0,0.0,-0.007632,-0.0,1.0,1.256936
2009-11-18,,,0.0,0.0,0.004329,0.0,1.0,1.262378
2009-11-19,,,0.0,0.0,-0.000864,-0.0,1.0,1.261287
2009-11-20,,,0.0,0.0,-0.009924,-0.0,1.0,1.24877
2009-11-23,,,0.0,0.0,0.000544,0.0,1.0,1.249449
2009-11-24,,,0.0,0.0,0.003566,0.0,1.0,1.253905
2009-11-25,,,0.0,0.0,0.005412,0.0,1.0,1.26069
2009-11-26,,,0.0,0.0,-0.002211,-0.0,1.0,1.257903
2009-11-27,,,0.0,0.0,-0.032077,-0.0,1.0,1.217553
2009-11-30,,,0.0,0.0,0.012188,0.0,1.0,1.232393
2009-12-01,,,0.0,0.0,0.008839,0.0,1.0,1.243286
2009-12-02,,,0.0,0.0,0.003711,0.0,1.0,1.2479
2009-12-03,,,0.0,0.0,0.000918,0.0,1.0,1.249046
2009-12-04,,,0.0,0.0,-0.004393,-0.0,1.0,1.243559
2009-12-07,,,0.0,0.0,0.016303,0.0,1.0,1.263832
2009-12-08,,,0.0,0.0,-0.000891,-0.0,1.0,1.262706
2009-12-09,,,0.0,0.0,0.003696,0.0,1.0,1.267372
2009-12-10,,,0.0,0.0,-0.015327,-0.0,1.0,1.247948
2009-12-11,,,0.0,0.0,0.015259,0.0,1.0,1.26699
2009-12-14,,,0.0,0.0,0.003087,0.0,1.0,1.270901
2009-12-15,,,0.0,0.0,-0.001472,-0.0,1.0,1.26903
2009-12-16,,,0.0,0.0,-0.007175,-0.0,1.0,1.259925
2009-12-17,,,0.0,0.0,-0.001217,-0.0,1.0,1.258392
2009-12-18,,,0.0,0.0,0.00148,0.0,1.0,1.260255
2009-12-21,,,0.0,0.0,0.004339,0.0,1.0,1.265723
2009-12-22,,,0.0,0.0,0.008826,0.0,1.0,1.276894
2009-12-23,,,0.0,0.0,0.005792,0.0,1.0,1.284289
2009-12-24,,,0.0,0.0,0.007852,0.0,1.0,1.294373
2009-12-25,,,0.0,0.0,0.001136,0.0,1.0,1.295844
2009-12-28,,,0.0,0.0,0.010649,0.0,1.0,1.309644
2009-12-29,,,0.0,0.0,-0.000454,-0.0,1.0,1.309049
