date,pcr,threshold,signal,pos,ret,pnl,strategy,benchmark
1999-03-30,,,0.0,0.0,-0.000438,-0.0,1.0,1.12129
1999-03-31,,,0.0,0.0,-0.002456,-0.0,1.0,1.118537
1999-04-01,,,0.0,0.0,0.019902,0.0,1.0,1.140798
1999-04-02,,,0.0,0.0,0.030466,0.0,1.0,1.175553
1999-04-03,,,0.0,0.0,-0.006956,-0.0,1.0,1.167376
1999-04-06,,,0.0,0.0,-0.002535,-0.0,1.0,1.164416
1999-04-07,,,0.0,0.0,-0.003922,-0.0,1.0,1.159849
1999-04-08,,,0.0,0.0,0.019272,0.0,1.0,1.182201
1999-04-09,,,0.0,0.0,-0.00106,-0.0,1.0,1.180948
1999-04-12,,,0.0,0.0,-0.003207,-0.0,1.0,1.177161
1999-04-13,,,0.0,0.0,0.013179,0.0,1.0,1.192675
1999-04-14,,,0.0,0.0,0.008286,0.0,1.0,1.202557
1999-04-15,,,0.0,0.0,0.013451,0.0,1.0,1.218733
1999-04-16,,,0.0,0.0,-0.004181,-0.0,1.0,1.213638
1999-04-17,,,0.0,0.0,0.015359,0.0,1.0,1.232277
1999-04-19,,,0.0,0.0,0.005498,0.0,1.0,1.239052
1999-04-20,,,0.0,0.0,0.000598,0.0,1.0,1.239793
1999-04-21,,,0.0,0.0,-0.020134,-0.0,1.0,1.214831
1999-04-22,,,0.0,0.0,0.002735,0.0,1.0,1.218153
1999-04-23,,,0.0,0.0,0.015771,0.0,1.0,1.237365
1999-04-26,,,0.0,0.0,0.00214,0.0,1.0,1.240012
1999-04-27,,,0.0,0.0,-0.01035,-0.0,1.0,1.227179
1999-04-28,,,0.0,0.0,-0.007089,-0.0,1.0,1.21848
1999-04-29,,,0.0,0.0,-0.027611,-0.0,1.0,1.184836
1999-04-30,,,0.0,0.0,0.011187,0.0,1.0,1.198091
1999-05-03,,,0.0,0.0,0.00164,0.0,1.0,1.200056
1999-05-04,,,0.0,0.0,0.027736,0.0,1.0,1.23334
1999-05-05,,,0.0,0.0,-0.002093,-0.0,1.0,1.230759
1999-05-06,,,0.0,0.0,-0.001599,-0.0,1.0,1.228791
1999-05-07,,,0.0,0.0,-0.012,-0.0,1.0,1.214046
1999-05-10,,,0.0,0.0,0.002014,0.0,1.0,1.21649
1999-05-11,,,0.0,0.0,-0.001325,-0.0,1.0,1.214878
1999-05-12,,,0.0,0.0,-0.003484,-0.0,1.0,1.210645
1999-05-13,,,0.0,0.0,-0.004324,-0.0,1.0,1.20541
