date,strategy,benchmark,exposure,pnl,nav,dtp_gated
1999-03-30,1.0,1.12129,0.0,-0.0,1.0,1
1999-03-31,1.0,1.118537,0.0,-0.0,1.0,1
1999-04-01,1.0,1.140798,0.0,0.0,1.0,1
1999-04-02,1.0,1.175553,0.0,0.0,1.0,1
1999-04-03,1.0,1.167376,0.0,-0.0,1.0,1
1999-04-06,1.0,1.164416,0.0,-0.0,1.0,1
1999-04-07,1.0,1.159849,0.0,-0.0,1.0,1
1999-04-08,1.0,1.182201,0.0,0.0,1.0,1
1999-04-09,1.0,1.180948,0.0,-0.0,1.0,1
1999-04-12,1.0,1.177161,0.0,-0.0,1.0,1
