date,strategy,benchmark,exposure,pnl,nav,dtp_gated
2003-02-21,1.088447,0.739277,0.0,-0.0,1.088447,0
2003-02-24,1.088447,0.749167,0.333333,0.0,1.088447,0
2003-02-25,1.076185,0.723998,0.0,-0.011265,1.076185,0
2003-02-26,1.076114,0.724379,0.0,-6.7e-05,1.076114,0
2003-02-27,1.076114,0.720441,0.0,-0.0,1.076114,0
2003-03-03,1.076114,0.735756,0.0,0.0,1.076114,0
2003-03-04,1.076114,0.731368,0.0,-0.0,1.076114,0
2003-03-05,1.076114,0.718108,0.0,-0.0,1.076114,0
2003-03-06,1.076114,0.714748,0.0,-0.0,1.076114,0
2003-03-07,1.076114,0.707134,0.0,-0.0,1.076114,0
2003-03-10,1.076114,0.70216,0.0,-0.0,1.076114,0
2003-03-11,1.076114,0.692482,0.0,-0.0,1.076114,0
2003-03-12,1.076114,0.703486,0.0,0.0,1.076114,0
2003-03-13,1.076114,0.71175,0.0,0.0,1.076114,0
2003-03-14,1.076114,0.727545,0.0,0.0,1.076114,0
2003-03-17,1.076114,0.708336,0.0,-0.0,1.076114,0
2003-03-18,1.076114,0.737874,0.0,0.0,1.076114,0
2003-03-19,1.076114,0.733868,0.0,-0.0,1.076114,0
2003-03-20,1.076114,0.74755,0.333333,0.0,1.076114,0
2003-03-21,1.07508,0.745546,0.333333,-0.00096,1.07508,0
2003-03-24,1.073811,0.742906,0.333333,-0.00118,1.073811,0
2003-03-25,1.068185,0.731228,0.0,-0.00524,1.068185,0
2003-03-26,1.068114,0.730776,0.0,-6.7e-05,1.068114,0
2003-03-27,1.068114,0.733733,0.0,0.0,1.068114,0
2003-03-28,1.068114,0.727682,0.0,-0.0,1.068114,0
2003-03-31,1.068114,0.70236,0.0,-0.0,1.068114,0
2003-04-01,1.068114,0.705024,0.0,0.0,1.068114,0
2003-04-02,1.068114,0.70079,0.0,-0.0,1.068114,0
2003-04-03,1.068114,0.708401,0.0,0.0,1.068114,0
2003-04-04,1.068114,0.731285,0.0,0.0,1.068114,0
2003-04-07,1.068114,0.743744,0.0,0.0,1.068114,0
2003-04-08,1.068114,0.739943,0.0,-0.0,1.068114,0
2003-04-09,1.068114,0.737496,0.0,-0.0,1.068114,0
2003-04-10,1.068114,0.738141,0.0,0.0,1.068114,0
2003-04-11,1.068114,0.736359,0.0,-0.0,1.068114,0
2003-04-14,1.068114,0.724886,0.0,-0.0,1.068114,0
2003-04-15,1.068114,0.729401,0.0,0.0,1.068114,0
2003-04-16,1.068114,0.749187,0.333333,0.0,1.068114,0
2003-04-17,1.064747,0.742253,0.0,-0.003152,1.064747,0
2003-04-18,1.064676,0.757148,1.0,-6.7e-05,1.064676,0
2003-04-21,1.062137,0.755493,0.666667,-0.002385,1.062137,0
2003-04-22,1.048047,0.740537,0.0,-0.013265,1.048047,0
2003-04-23,1.047908,0.741972,0.333333,-0.000133,1.047908,0
2003-04-24,1.0333,0.711091,0.0,-0.01394,1.0333,0
2003-04-25,1.033231,0.688109,0.0,-6.7e-05,1.033231,0
2003-04-28,1.033231,0.672824,0.0,-0.0,1.033231,0
2003-04-29,1.033231,0.682709,0.0,0.0,1.033231,0
2003-04-30,1.033231,0.674217,0.0,-0.0,1.033231,0
2003-05-02,1.033231,0.680677,0.0,0.0,1.033231,0
2003-05-05,1.033231,0.683002,0.0,0.0,1.033231,0
2003-05-06,1.033231,0.685981,0.0,0.0,1.033231,0
2003-05-07,1.033231,0.694995,0.0,0.0,1.033231,0
2003-05-08,1.033231,0.681235,0.0,-0.0,1.033231,0
2003-05-09,1.033231,0.689838,0.0,0.0,1.033231,0
2003-05-12,1.033231,0.692575,0.0,0.0,1.033231,0
2003-05-13,1.033231,0.704533,0.0,0.0,1.033231,0
2003-05-14,1.033231,0.705591,0.0,0.0,1.033231,0
2003-05-15,1.033231,0.703989,0.0,-0.0,1.033231,0
2003-05-16,1.033231,0.696273,0.0,-0.0,1.033231,0
2003-05-19,1.033231,0.691727,0.0,-0.0,1.033231,0
2003-05-20,1.033231,0.691042,0.0,-0.0,1.033231,0
2003-05-21,1.033231,0.685362,0.0,-0.0,1.033231,0
2003-05-22,1.033231,0.694246,0.0,0.0,1.033231,0
2003-05-23,1.033231,0.70696,0.0,0.0,1.033231,0
2003-05-26,1.033231,0.725822,0.666667,0.0,1.033231,0
2003-05-27,1.030863,0.723472,0.666667,-0.002292,1.030863,0
2003-05-28,1.03446,0.727259,0.666667,0.00349,1.03446,0
2003-05-29,1.045038,0.738414,0.666667,0.010226,1.045038,0
2003-05-30,1.04701,0.740504,2.0,0.001887,1.04701,0
2003-06-02,1.109719,0.762778,2.0,0.059893,1.109719,0
2003-06-03,1.102691,0.760363,2.0,-0.006333,1.102691,0
2003-06-05,1.131099,0.770157,2.0,0.025763,1.131099,0
2003-06-06,1.132107,0.7705,2.0,0.000891,1.132107,0
2003-06-09,1.173417,0.784558,2.0,0.03649,1.173417,0
2003-06-10,1.175975,0.785413,2.0,0.002179,1.175975,0
2003-06-11,1.162566,0.780935,2.0,-0.011403,1.162566,0
2003-06-12,1.19827,0.792927,2.0,0.030712,1.19827,0
2003-06-13,1.199975,0.793491,2.0,0.001423,1.199975,0
2003-06-16,1.205117,0.795191,2.0,0.004285,1.205117,0
2003-06-17,1.244938,0.808329,2.0,0.033043,1.244938,0
2003-06-18,1.257895,0.812536,2.0,0.010408,1.257895,0
2003-06-19,1.282977,0.820637,2.0,0.01994,1.282977,0
2003-06-20,1.259431,0.813106,1.0,-0.018352,1.259431,0
2003-06-23,1.238823,0.799964,2.0,-0.016364,1.238823,0
2003-06-24,1.232327,0.797947,2.0,-0.005243,1.232327,0
2003-06-25,1.244617,0.801925,2.0,0.009973,1.244617,0
2003-06-26,1.224547,0.79546,2.0,-0.016126,1.224547,0
2003-06-27,1.216485,0.792841,2.0,-0.006584,1.216485,0
2003-06-30,1.213617,0.791907,2.0,-0.002358,1.213617,0
2003-07-01,1.286168,0.815577,2.0,0.059781,1.286168,0
2003-07-02,1.325878,0.828167,2.0,0.030874,1.325878,0
2003-07-03,1.325914,0.828178,2.0,2.7e-05,1.325914,0
2003-07-04,1.35534,0.837368,2.0,0.022193,1.35534,0
2003-07-07,1.445002,0.865066,2.0,0.066155,1.445002,0
2003-07-08,1.469823,0.872496,2.0,0.017177,1.469823,0
2003-07-09,1.464861,0.871023,2.0,-0.003376,1.464861,0
2003-07-10,1.423022,0.858584,2.0,-0.028562,1.423022,0
2003-07-11,1.400167,0.851689,2.0,-0.016061,1.400167,0
2003-07-14,1.458943,0.869565,2.0,0.041977,1.458943,0
2003-07-15,1.451263,0.867277,2.0,-0.005264,1.451263,0
2003-07-16,1.493698,0.879956,2.0,0.02924,1.493698,0
2003-07-17,1.430594,0.861369,1.0,-0.042247,1.430594,0
2003-07-18,1.427033,0.859397,2.0,-0.002489,1.427033,0
2003-07-21,1.389999,0.848331,1.0,-0.025952,1.389999,0
2003-07-22,1.400829,0.855111,1.0,0.007791,1.400829,0
2003-07-23,1.407987,0.85948,1.0,0.005109,1.407987,0
2003-07-24,1.43857,0.878149,1.0,0.021721,1.43857,0
2003-07-25,1.43644,0.876849,1.0,-0.001481,1.43644,0
2003-07-28,1.45163,0.886121,1.0,0.010575,1.45163,0
2003-07-29,1.422517,0.86835,1.0,-0.020056,1.422517,0
2003-07-30,1.413123,0.862615,1.0,-0.006604,1.413123,0
2003-07-31,1.416094,0.864429,1.0,0.002103,1.416094,0
2003-08-01,1.435311,0.87616,1.0,0.01357,1.435311,0
2003-08-04,1.431764,0.873995,1.0,-0.002471,1.431764,0
2003-08-05,1.400414,0.854857,1.0,-0.021896,1.400414,0
2003-08-06,1.391462,0.849393,1.0,-0.006392,1.391462,0
2003-08-07,1.400313,0.854796,1.0,0.006361,1.400313,0
2003-08-08,1.393251,0.850485,1.0,-0.005043,1.393251,0
2003-08-11,1.388472,0.847568,1.0,-0.00343,1.388472,0
2003-08-12,1.399293,0.854173,1.0,0.007794,1.399293,0
2003-08-13,1.449093,0.884572,1.0,0.035589,1.449093,0
2003-08-14,1.447623,0.883675,1.0,-0.001014,1.447623,0
2003-08-15,1.461466,0.892126,1.0,0.009563,1.461466,0
2003-08-18,1.468938,0.896686,1.0,0.005112,1.468938,0
2003-08-19,1.467702,0.895932,1.0,-0.000841,1.467702,0
2003-08-20,1.476076,0.901044,1.0,0.005706,1.476076,0
2003-08-21,1.494249,0.912137,1.0,0.012311,1.494249,0
2003-08-22,1.503504,0.917787,1.0,0.006194,1.503504,0
2003-08-25,1.514216,0.924326,1.0,0.007125,1.514216,0
2003-08-26,1.479974,0.903424,1.0,-0.022614,1.479974,0
2003-08-27,1.478691,0.90264,1.0,-0.000867,1.478691,0
2003-08-28,1.47062,0.897714,1.0,-0.005458,1.47062,0
2003-08-29,1.504625,0.918471,1.0,0.023123,1.504625,0
2003-09-01,1.515531,0.925129,1.0,0.007248,1.515531,0
2003-09-02,1.521964,0.929056,1.0,0.004245,1.521964,0
2003-09-03,1.510576,0.922104,1.0,-0.007483,1.510576,0
2003-09-04,1.497915,0.914375,1.0,-0.008382,1.497915,0
2003-09-05,1.501483,0.916553,1.0,0.002382,1.501483,0
2003-09-08,1.524909,0.930853,1.0,0.015602,1.524909,0
2003-09-09,1.512576,0.923325,1.0,-0.008088,1.512576,0
2003-09-10,1.497329,0.914018,1.0,-0.01008,1.497329,0
2003-09-12,1.503147,0.917569,1.0,0.003886,1.503147,0
2003-09-15,1.497274,0.913984,1.0,-0.003908,1.497274,0
2003-09-16,1.51752,0.926343,1.0,0.013523,1.51752,0
2003-09-17,1.530269,0.934125,1.0,0.008401,1.530269,0
2003-09-18,1.531246,0.934722,1.0,0.000639,1.531246,0
2003-09-19,1.533137,0.935876,2.0,0.001235,1.533137,0
2003-09-22,1.489077,0.922522,1.0,-0.028738,1.489077,0
2003-09-23,1.490947,0.923864,1.0,0.001255,1.490947,0
2003-09-24,1.501006,0.930098,2.0,0.006747,1.501006,0
2003-09-25,1.482801,0.92455,2.0,-0.012129,1.482801,0
2003-09-26,1.462927,0.918354,2.0,-0.013403,1.462927,0
2003-09-29,1.459504,0.91728,1.0,-0.00234,1.459504,0
2003-09-30,1.450913,0.912064,1.0,-0.005886,1.450913,0
2003-10-01,1.443221,0.907229,1.0,-0.005302,1.443221,0
2003-10-02,1.473783,0.92644,1.0,0.021176,1.473783,0
2003-10-03,1.486176,0.934231,1.0,0.008409,1.486176,0
2003-10-06,1.512914,0.951039,1.0,0.017991,1.512914,0
2003-10-07,1.514331,0.95193,1.0,0.000937,1.514331,0
2003-10-08,1.505312,0.94626,1.0,-0.005956,1.505312,0
2003-10-09,1.517744,0.954075,1.0,0.008259,1.517744,0
2003-10-13,1.54427,0.97075,1.0,0.017477,1.54427,0
2003-10-14,1.535466,0.965215,1.0,-0.005701,1.535466,0
2003-10-15,1.531836,0.962933,1.0,-0.002364,1.531836,0
2003-10-16,1.56063,0.981034,1.0,0.018797,1.56063,0
2003-10-17,1.562432,0.982166,1.0,0.001155,1.562432,0
2003-10-20,1.571528,0.987884,1.0,0.005822,1.571528,0
2003-10-21,1.56728,0.985214,1.0,-0.002703,1.56728,0
2003-10-22,1.562212,0.982028,1.0,-0.003234,1.562212,0
2003-10-23,1.539037,0.96746,1.0,-0.014835,1.539037,0
2003-10-24,1.530223,0.961919,1.0,-0.005727,1.530223,0
2003-10-27,1.540671,0.968487,1.0,0.006828,1.540671,0
2003-10-28,1.570897,0.987488,1.0,0.019619,1.570897,0
2003-10-29,1.576177,0.990807,2.0,0.003361,1.576177,0
2003-10-30,1.582202,0.9928,1.0,0.003822,1.582202,0
2003-10-31,1.565564,0.982558,1.0,-0.010516,1.565564,0
2003-11-03,1.576527,0.989438,1.0,0.007002,1.576527,0
2003-11-04,1.582105,0.992939,1.0,0.003538,1.582105,0
2003-11-05,1.590737,0.998357,1.0,0.005456,1.590737,0
2003-11-06,1.557349,0.977402,1.0,-0.020989,1.557349,0
2003-11-07,1.568597,0.984461,1.0,0.007222,1.568597,0
2003-11-10,1.569166,0.984819,1.0,0.000363,1.569166,0
2003-11-11,1.559597,0.978813,1.0,-0.006098,1.559597,0
2003-11-12,1.549411,0.972421,2.0,-0.006531,1.549411,0
2003-11-13,1.576393,0.980985,2.0,0.017414,1.576393,0
2003-11-14,1.581267,0.982501,2.0,0.003092,1.581267,0
2003-11-17,1.532898,0.967475,2.0,-0.030588,1.532898,0
2003-11-18,1.52628,0.965386,2.0,-0.004318,1.52628,0
2003-11-19,1.488268,0.953365,2.0,-0.024905,1.488268,0
2003-11-20,1.4724,0.948282,1.333333,-0.010662,1.4724,0
2003-11-21,1.470797,0.947603,1.333333,-0.001089,1.470797,0
2003-11-24,1.467945,0.946224,1.333333,-0.001939,1.467945,0
2003-11-25,1.481258,0.952661,2.0,0.00907,1.481258,0
2003-11-26,1.480773,0.952568,1.333333,-0.000328,1.480773,0
2003-11-27,1.440135,0.933057,1.333333,-0.027443,1.440135,0
2003-11-28,1.450572,0.938129,1.333333,0.007247,1.450572,0
2003-12-01,1.483545,0.954122,2.0,0.022731,1.483545,0
2003-12-02,1.504212,0.960832,1.0,0.013931,1.504212,0
2003-12-03,1.497173,0.956528,1.0,-0.004679,1.497173,0
2003-12-04,1.506202,0.962296,1.0,0.006031,1.506202,0
2003-12-05,1.50101,0.958979,1.0,-0.003447,1.50101,0
2003-12-08,1.487552,0.950381,1.333333,-0.008966,1.487552,0
2003-12-09,1.491662,0.952398,0.666667,0.002763,1.491662,0
2003-12-10,1.481936,0.943273,1.333333,-0.006521,1.481936,0
2003-12-11,1.503402,0.953615,1.333333,0.014486,1.503402,0
2003-12-12,1.50042,0.952196,1.333333,-0.001984,1.50042,0
2003-12-15,1.522931,0.962911,2.0,0.015003,1.522931,0
2003-12-16,1.5037,0.956895,1.333333,-0.012628,1.5037,0
2003-12-17,1.457449,0.934917,1.333333,-0.030758,1.457449,0
2003-12-18,1.463108,0.937639,1.333333,0.003883,1.463108,0
2003-12-19,1.459885,0.93609,1.333333,-0.002203,1.459885,0
2003-12-22,1.485531,0.948424,1.333333,0.017567,1.485531,0
2003-12-23,1.489061,0.950114,0.666667,0.002376,1.489061,0
2003-12-24,1.490962,0.952123,0.666667,0.001276,1.490962,0
2003-12-25,1.490254,0.951445,0.666667,-0.000475,1.490254,0
2003-12-26,1.49085,0.952016,0.666667,0.0004,1.49085,0
2003-12-29,1.481972,0.943512,0.666667,-0.005955,1.481972,0
2003-12-30,1.4925,0.953566,0.666667,0.007104,1.4925,0
2003-12-31,1.496561,0.957457,0.666667,0.00272,1.496561,0
2004-01-02,1.522114,0.981979,1.0,0.017074,1.522114,0
2004-01-05,1.54314,0.99561,2.0,0.013814,1.54314,0
2004-01-06,1.552198,0.998631,2.0,0.00587,1.552198,0
2004-01-07,1.550803,0.998183,2.0,-0.000898,1.550803,0
2004-01-08,1.564904,1.002721,2.0,0.009093,1.564904,0
2004-01-09,1.594233,1.012117,2.0,0.018742,1.594233,0
2004-01-12,1.59051,1.010936,2.0,-0.002335,1.59051,0
2004-01-13,1.585657,1.009393,2.0,-0.003052,1.585657,0
2004-01-14,1.618722,1.019917,2.0,0.020853,1.618722,0
2004-01-15,1.613253,1.018194,2.0,-0.003379,1.613253,0
2004-01-16,1.616003,1.019062,2.0,0.001705,1.616003,0
2004-01-27,1.675244,1.037741,2.0,0.036659,1.675244,0
2004-01-28,1.676094,1.038004,1.0,0.000507,1.676094,0
2004-01-29,1.656443,1.026042,1.0,-0.011725,1.656443,0
2004-01-30,1.672903,1.036238,1.0,0.009937,1.672903,0
2004-02-02,1.658361,1.02723,1.0,-0.008693,1.658361,0
2004-02-03,1.640588,1.016221,1.0,-0.010717,1.640588,0
2004-02-04,1.637744,1.014459,1.0,-0.001734,1.637744,0
2004-02-05,1.644763,1.018807,1.0,0.004286,1.644763,0
2004-02-06,1.667122,1.032657,1.0,0.013594,1.667122,0
2004-02-09,1.695918,1.050494,2.0,0.017273,1.695918,0
2004-02-10,1.70883,1.054598,2.0,0.007614,1.70883,0
2004-02-11,1.690947,1.04908,2.0,-0.010465,1.690947,0
2004-02-12,1.681809,1.046245,2.0,-0.005404,1.681809,0
2004-02-13,1.740455,1.064487,2.0,0.034871,1.740455,0
2004-02-16,1.74906,1.067118,2.0,0.004944,1.74906,0
2004-02-17,1.767762,1.072823,2.0,0.010692,1.767762,0
2004-02-18,1.770644,1.073698,2.0,0.00163,1.770644,0
2004-02-19,1.811209,1.085997,2.0,0.02291,1.811209,0
2004-02-20,1.802545,1.0834,2.0,-0.004783,1.802545,0
2004-02-23,1.802735,1.083456,2.0,0.000105,1.802735,0
2004-02-24,1.76127,1.070996,2.0,-0.023001,1.76127,0
2004-02-25,1.7907,1.079944,2.0,0.016709,1.7907,0
2004-02-26,1.817096,1.087903,2.0,0.01474,1.817096,0
2004-02-27,1.848202,1.097215,2.0,0.017119,1.848202,0
2004-03-01,1.923707,1.119628,2.0,0.040853,1.923707,0
2004-03-02,1.972204,1.133741,2.0,0.02521,1.972204,0
2004-03-03,1.947837,1.126737,2.0,-0.012355,1.947837,0
2004-03-04,2.005119,1.143304,2.0,0.029408,2.005119,0
2004-03-05,1.953569,1.128608,2.0,-0.025709,1.953569,0
2004-03-08,1.929824,1.121749,2.0,-0.012155,1.929824,0
2004-03-09,1.970324,1.13352,2.0,0.020987,1.970324,0
2004-03-10,1.914389,1.11743,2.0,-0.028389,1.914389,0
2004-03-11,1.916729,1.118113,2.0,0.001222,1.916729,0
2004-03-12,1.872777,1.105293,2.0,-0.02293,1.872777,0
2004-03-15,1.782303,1.078595,2.0,-0.04831,1.782303,0
2004-03-16,1.757454,1.071076,2.0,-0.013942,1.757454,0
2004-03-17,1.751192,1.069168,2.0,-0.003563,1.751192,0
2004-03-18,1.862499,1.103146,2.0,0.063561,1.862499,0
2004-03-19,1.877899,1.107707,2.0,0.008269,1.877899,0
2004-03-22,1.627055,1.033725,0.0,-0.133577,1.627055,1
2004-03-23,1.626404,1.003326,0.0,-0.0004,1.626404,1
2004-03-24,1.626404,1.009936,0.0,0.0,1.626404,1
2004-03-25,1.626404,1.000699,0.0,-0.0,1.626404,1
2004-03-26,1.626404,0.99678,0.0,-0.0,1.626404,1
2004-03-29,1.626404,1.052285,0.0,0.0,1.626404,1
2004-03-30,1.626404,1.055633,0.0,0.0,1.626404,1
2004-03-31,1.626404,1.0601,2.0,0.0,1.626404,0
2004-04-01,1.626402,1.060311,1.0,-1e-06,1.626402,0
2004-04-02,1.631574,1.063895,1.0,0.00318,1.631574,0
2004-04-05,1.665771,1.086194,1.0,0.020959,1.665771,0
2004-04-06,1.654008,1.078523,2.0,-0.007061,1.654008,0
2004-04-07,1.659261,1.080344,1.0,0.003176,1.659261,0
2004-04-08,1.665449,1.084589,1.0,0.00373,1.665449,0
2004-04-09,1.652346,1.076056,1.0,-0.007868,1.652346,0
2004-04-12,1.691636,1.101643,1.0,0.023778,1.691636,0
2004-04-13,1.695766,1.104333,1.0,0.002442,1.695766,0
2004-04-14,1.717193,1.118287,1.0,0.012636,1.717193,0
2004-04-15,1.681405,1.09498,1.0,-0.020841,1.681405,0
2004-04-16,1.701724,1.108213,1.0,0.012084,1.701724,0
2004-04-19,1.691985,1.10187,1.0,-0.005723,1.691985,0
2004-04-20,1.697174,1.105249,1.0,0.003067,1.697174,0
2004-04-21,1.69974,1.10692,1.0,0.001512,1.69974,0
2004-04-22,1.680232,1.094216,1.0,-0.011477,1.680232,0
2004-04-23,1.684228,1.096819,1.0,0.002378,1.684228,0
2004-04-26,1.674894,1.09074,1.0,-0.005542,1.674894,0
2004-04-27,1.658945,1.080354,1.0,-0.009522,1.658945,0
2004-04-28,1.640962,1.068643,0.666667,-0.01084,1.640962,0
2004-04-29,1.612144,1.040599,0.666667,-0.017562,1.612144,0
2004-04-30,1.564401,0.994373,0.0,-0.029615,1.564401,1
2004-05-03,1.564192,0.980063,0.0,-0.000133,1.564192,1
2004-05-04,1.564192,1.005806,0.0,0.0,1.564192,1
2004-05-05,1.564192,0.951531,0.0,-0.0,1.564192,1
2004-05-06,1.564192,0.960562,0.0,0.0,1.564192,1
2004-05-07,1.564192,0.981768,0.0,0.0,1.564192,1
2004-05-10,1.564192,0.946789,0.0,-0.0,1.564192,1
2004-05-11,1.564192,0.956754,0.0,0.0,1.564192,1
2004-05-12,1.564192,0.968526,0.0,0.0,1.564192,1
2004-05-13,1.564192,0.961911,0.0,-0.0,1.564192,1
2004-05-14,1.564192,0.939031,0.0,-0.0,1.564192,1
2004-05-17,1.564192,0.891186,0.0,-0.0,1.564192,1
2004-05-18,1.564192,0.903331,0.0,0.0,1.564192,1
2004-05-19,1.564192,0.952563,0.0,0.0,1.564192,1
2004-05-20,1.564192,0.945209,0.0,-0.0,1.564192,1
2004-05-21,1.564192,0.969526,0.0,0.0,1.564192,1
2004-05-24,1.564192,0.96581,0.0,-0.0,1.564192,1
2004-05-25,1.564192,0.96846,0.0,0.0,1.564192,1
2004-05-26,1.564192,0.979657,0.0,0.0,1.564192,1
2004-05-27,1.564192,0.980596,0.0,0.0,1.564192,0
2004-05-28,1.564192,0.997534,0.666667,0.0,1.564192,0
2004-05-31,1.536896,0.971623,0.0,-0.017451,1.536896,0
2004-06-01,1.536691,0.972981,0.0,-0.000133,1.536691,0
2004-06-02,1.536691,0.955016,0.0,-0.0,1.536691,0
2004-06-03,1.536691,0.921823,0.0,-0.0,1.536691,1
2004-06-04,1.536691,0.930509,0.0,0.0,1.536691,0
2004-06-07,1.536691,0.964793,0.0,0.0,1.536691,0
2004-06-08,1.536691,0.973072,0.0,0.0,1.536691,0
2004-06-09,1.536691,0.969649,0.0,-0.0,1.536691,0
2004-06-10,1.536691,0.95369,0.0,-0.0,1.536691,0
2004-06-11,1.536691,0.932163,0.0,-0.0,1.536691,0
2004-06-14,1.536691,0.905996,0.0,-0.0,1.536691,0
2004-06-15,1.536691,0.917766,0.0,0.0,1.536691,0
2004-06-16,1.536691,0.903734,0.0,-0.0,1.536691,0
2004-06-17,1.536691,0.920669,0.0,0.0,1.536691,0
2004-06-18,1.536691,0.905218,0.0,-0.0,1.536691,0
2004-06-21,1.536691,0.903146,0.0,-0.0,1.536691,0
2004-06-23,1.536691,0.931226,0.0,0.0,1.536691,0
2004-06-24,1.536691,0.939318,0.0,0.0,1.536691,0
2004-06-25,1.536691,0.943131,0.0,0.0,1.536691,0
2004-06-28,1.536691,0.928063,0.0,-0.0,1.536691,0
2004-06-29,1.536691,0.933212,0.0,0.0,1.536691,0
2004-06-30,1.536691,0.949127,0.0,0.0,1.536691,0
2004-07-01,1.536691,0.948716,0.0,-0.0,1.536691,0
2004-07-02,1.536691,0.934054,0.0,-0.0,1.536691,0
2004-07-05,1.536691,0.919926,0.0,-0.0,1.536691,0
2004-07-06,1.536691,0.93192,0.0,0.0,1.536691,0
2004-07-07,1.536691,0.930978,0.0,-0.0,1.536691,0
2004-07-08,1.536691,0.92864,0.0,-0.0,1.536691,0
2004-07-09,1.536691,0.939096,0.0,0.0,1.536691,0
2004-07-12,1.536691,0.936011,0.0,-0.0,1.536691,0
2004-07-13,1.536691,0.924118,0.0,-0.0,1.536691,0
2004-07-14,1.536691,0.914053,0.0,-0.0,1.536691,0
2004-07-15,1.536691,0.900912,0.0,-0.0,1.536691,0
2004-07-16,1.536691,0.894304,0.0,-0.0,1.536691,0
2004-07-19,1.536691,0.892184,0.0,-0.0,1.536691,0
2004-07-20,1.536691,0.865622,0.0,-0.0,1.536691,0
2004-07-21,1.536691,0.879186,0.0,0.0,1.536691,0
2004-07-22,1.536691,0.875745,0.0,-0.0,1.536691,0
2004-07-23,1.536691,0.873452,0.0,-0.0,1.536691,0
2004-07-26,1.536691,0.866602,0.0,-0.0,1.536691,0
2004-07-27,1.536691,0.877476,0.0,0.0,1.536691,0
2004-07-28,1.536691,0.875031,0.0,-0.0,1.536691,0
2004-07-29,1.536691,0.86952,0.0,-0.0,1.536691,0
2004-07-30,1.536691,0.881045,0.0,0.0,1.536691,0
2004-08-02,1.536691,0.86964,0.0,-0.0,1.536691,0
2004-08-03,1.536691,0.872374,0.0,0.0,1.536691,0
2004-08-04,1.536691,0.86419,0.0,-0.0,1.536691,0
2004-08-05,1.536691,0.88219,0.0,0.0,1.536691,0
2004-08-06,1.536691,0.877565,0.0,-0.0,1.536691,0
2004-08-09,1.536691,0.877613,0.0,0.0,1.536691,0
2004-08-10,1.536691,0.876683,0.0,-0.0,1.536691,0
2004-08-11,1.536691,0.872394,0.0,-0.0,1.536691,0
2004-08-12,1.536691,0.872504,0.0,0.0,1.536691,0
2004-08-13,1.536691,0.876065,0.0,0.0,1.536691,0
2004-08-16,1.536691,0.869902,0.0,-0.0,1.536691,0
2004-08-17,1.536691,0.868354,0.0,-0.0,1.536691,0
2004-08-18,1.536691,0.882212,0.0,0.0,1.536691,0
2004-08-19,1.536691,0.910695,0.0,0.0,1.536691,0
2004-08-20,1.536691,0.913925,0.666667,0.0,1.536691,0
2004-08-23,1.54343,0.920119,0.666667,0.004385,1.54343,0
2004-08-26,1.571134,0.944893,0.666667,0.01795,1.571134,0
2004-08-27,1.568309,0.942345,0.666667,-0.001798,1.568309,0
2004-08-30,1.566728,0.940919,0.666667,-0.001008,1.566728,0
2004-08-31,1.562506,0.937116,0.666667,-0.002695,1.562506,0
2004-09-01,1.579236,0.952167,0.666667,0.010707,1.579236,0
2004-09-02,1.578285,0.951307,0.666667,-0.000602,1.578285,0
2004-09-03,1.561798,0.936401,0.666667,-0.010446,1.561798,0
2004-09-06,1.564482,0.938814,0.666667,0.001718,1.564482,0
2004-09-07,1.577274,0.950329,0.666667,0.008176,1.577274,0
2004-09-08,1.577128,0.950197,0.666667,-9.2e-05,1.577128,0
2004-09-09,1.576572,0.949695,0.666667,-0.000352,1.576572,0
2004-09-10,1.577159,0.950225,0.666667,0.000372,1.577159,0
2004-09-13,1.591912,0.963557,1.333333,0.009354,1.591912,0
2004-09-14,1.588674,0.962184,1.333333,-0.002034,1.588674,0
2004-09-15,1.571248,0.954268,0.666667,-0.010969,1.571248,0
2004-09-16,1.574603,0.957516,0.666667,0.002135,1.574603,0
2004-09-17,1.561656,0.945706,0.666667,-0.008223,1.561656,0
2004-09-20,1.569914,0.953207,0.666667,0.005288,1.569914,0
2004-09-21,1.585033,0.966977,1.333333,0.009631,1.585033,0
2004-09-22,1.592253,0.970378,1.333333,0.004555,1.592253,0
2004-09-23,1.580543,0.965025,1.333333,-0.007354,1.580543,0
2004-09-24,1.564557,0.957705,1.333333,-0.010115,1.564557,0
2004-09-27,1.549336,0.950717,0.666667,-0.009728,1.549336,0
2004-09-29,1.54216,0.944302,0.666667,-0.004632,1.54216,0
2004-09-30,1.54852,0.950143,1.333333,0.004124,1.54852,0
2004-10-01,1.583513,0.966342,1.333333,0.022598,1.583513,0
2004-10-04,1.630607,0.987896,2.0,0.02974,1.630607,0
2004-10-05,1.632026,0.988392,2.0,0.00087,1.632026,0
2004-10-06,1.621076,0.985076,1.333333,-0.006709,1.621076,0
2004-10-07,1.635978,0.991966,2.0,0.009192,1.635978,0
2004-10-08,1.635309,0.991829,2.0,-0.000409,1.635309,0
2004-10-11,1.628406,0.989736,2.0,-0.004221,1.628406,0
2004-10-12,1.569723,0.971902,1.333333,-0.036037,1.569723,0
2004-10-13,1.563742,0.969222,1.333333,-0.00381,1.563742,0
2004-10-14,1.517588,0.947767,1.333333,-0.029515,1.517588,0
2004-10-15,1.514031,0.946101,1.333333,-0.002344,1.514031,0
2004-10-18,1.497141,0.938185,1.333333,-0.011155,1.497141,0
2004-10-19,1.509477,0.943983,1.333333,0.00824,1.509477,0
2004-10-20,1.502737,0.940822,1.333333,-0.004465,1.502737,0
